content,Sentimen,word_count,char_count,punc_count,processed_reviews,normalized_reviews,tokens,stopword_removed,stemmed_reviews,joined_stemmed_reviews,stopword_removed_custom,stemmed_reviews_custom
"Sampah banget, rute mojokerto Surabaya. Mending naik becak ga ribet.",NEGATIF,10,59,3,"['sampah', 'banget', 'rute', 'mojokerto', 'surabaya', 'mending', 'naik', 'becak', 'ga', 'ribet']","['sampah', 'banget', 'rute', 'mojokerto', 'surabaya', 'mending', 'naik', 'becak', 'tidak', 'ribet']","['sampah', 'banget', 'rute', 'mojokerto', 'surabaya', 'mending', 'naik', 'becak', 'tidak', 'ribet']","['sampah', 'banget', 'rute', 'mojokerto', 'surabaya', 'mending', 'becak', 'ribet']","['sampah', 'banget', 'rute', 'mojokerto', 'surabaya', 'mending', 'becak', 'ribet']",sampah banget rute mojokerto surabaya mending becak ribet,"['sampah', 'banget', 'rute', 'mojokerto', 'surabaya', 'mending', 'becak', 'ribet']","['sampah', 'banget', 'rute', 'mojokerto', 'surabaya', 'mending', 'becak', 'ribet']"
"Harusnya berhenti di halte medaeng yg dari bunder yg dari porong, makin susah",NEGATIF,13,65,1,"['harusnya', 'berhenti', 'di', 'halte', 'medaeng', 'yg', 'dari', 'bunder', 'yg', 'dari', 'porong', 'makin', 'susah']","['harusnya', 'berhenti', 'di', 'halte', 'medaeng', 'yang', 'dari', 'bunder', 'yang', 'dari', 'porong', 'makin', 'susah']","['harusnya', 'berhenti', 'di', 'halte', 'medaeng', 'yang', 'dari', 'bunder', 'yang', 'dari', 'porong', 'makin', 'susah']","['berhenti', 'halte', 'medaeng', 'bunder', 'porong', 'susah']","['henti', 'halte', 'medaeng', 'bunder', 'porong', 'susah']",henti halte medaeng bunder porong susah,"['berhenti', 'halte', 'medaeng', 'bunder', 'porong', 'susah']","['henti', 'halte', 'medaeng', 'bunder', 'porong', 'susah']"
"Ternyata salah halte nunggu sampe 2jam, dikasih info dong di aplikasinya biar tau kalo pindah halte sby ke mojokerto",NEGATIF,19,98,1,"['ternyata', 'salah', 'halte', 'nunggu', 'sampe', 'jam', 'dikasih', 'info', 'dong', 'di', 'aplikasinya', 'biar', 'tau', 'kalo', 'pindah', 'halte', 'sby', 'ke', 'mojokerto']","['ternyata', 'salah', 'halte', 'menunggu', 'sampe', 'jam', 'dikasih', 'info', '', 'di', 'aplikasinya', 'biar', 'tau', 'kalo', 'pindah', 'halte', 'sby', 'ke', 'mojokerto']","['ternyata', 'salah', 'halte', 'menunggu', 'sampe', 'jam', 'dikasih', 'info', '', 'di', 'aplikasinya', 'biar', 'tau', 'kalo', 'pindah', 'halte', 'sby', 'ke', 'mojokerto']","['salah', 'halte', 'menunggu', 'sampe', 'jam', 'dikasih', 'info', '', 'aplikasinya', 'biar', 'tau', 'kalo', 'pindah', 'halte', 'sby', 'mojokerto']","['salah', 'halte', 'tunggu', 'sampe', 'jam', 'kasih', 'info', '', 'aplikasi', 'biar', 'tau', 'kalo', 'pindah', 'halte', 'sby', 'mojokerto']",salah halte tunggu sampe jam kasih info  aplikasi biar tau kalo pindah halte sby mojokerto,"['salah', 'halte', 'menunggu', 'sampe', 'jam', 'dikasih', 'info', '', 'aplikasinya', 'biar', 'tau', 'kalo', 'pindah', 'halte', 'sby', 'mojokerto']","['salah', 'halte', 'tunggu', 'sampe', 'jam', 'kasih', 'info', '', 'aplikasi', 'biar', 'tau', 'kalo', 'pindah', 'halte', 'sby', 'mojokerto']"
"Tidak bisa cek bus , error pdhl sudah update",NEGATIF,9,36,1,"['tidak', 'bisa', 'cek', 'bus', 'error', 'pdhl', 'sudah', 'update']","['tidak', 'bisa', 'cek', 'bus', 'error', 'pdhl', 'sudah', 'update']","['tidak', 'bisa', 'cek', 'bus', 'error', 'pdhl', 'sudah', 'update']","['cek', 'bus', 'error', 'pdhl', 'update']","['cek', 'bus', 'error', 'pdhl', 'update']",cek bus error pdhl update,"['cek', 'bus', 'error', 'pdhl', 'update']","['cek', 'bus', 'error', 'pdhl', 'update']"
"Tolong dong yg jurusan mojokerto gresik jalurnya jangan belok lespadangan. Kan bisa lewat Gedek, japanan, kemlagi, baru balik lagi ke balongpanggang. Soalnya kan kalo lewat gedek banyak fasilitas umum sperti rumah sakit. Pabrik pabrik jadi InsyaAllah lebih baik lewat gedek dari pada lewat lespadangan",NEGATIF,44,258,6,"['tolong', 'dong', 'yg', 'jurusan', 'mojokerto', 'gresik', 'jalurnya', 'jangan', 'belok', 'lespadangan', 'kan', 'bisa', 'lewat', 'gedek', 'japanan', 'kemlagi', 'baru', 'balik', 'lagi', 'ke', 'balongpanggang', 'soalnya', 'kan', 'kalo', 'lewat', 'gedek', 'banyak', 'fasilitas', 'umum', 'sperti', 'rumah', 'sakit', 'pabrik', 'pabrik', 'jadi', 'insyaallah', 'lebih', 'baik', 'lewat', 'gedek', 'dari', 'pada', 'lewat', 'lespadangan']","['tolong', '', 'yang', 'jurusan', 'mojokerto', 'gresik', 'jalurnya', 'jangan', 'belok', 'lespadangan', 'kan', 'bisa', 'lewat', 'gedek', 'japanan', 'kemlagi', 'baru', 'balik', 'lagi', 'ke', 'balongpanggang', 'soalnya', 'kan', 'kalo', 'lewat', 'gedek', 'banyak', 'fasilitas', 'umum', 'sperti', 'rumah', 'sakit', 'pabrik', 'pabrik', 'jadi', 'insyaallah', 'lebih', 'baik', 'lewat', 'gedek', 'dari', 'pada', 'lewat', 'lespadangan']","['tolong', '', 'yang', 'jurusan', 'mojokerto', 'gresik', 'jalurnya', 'jangan', 'belok', 'lespadangan', 'kan', 'bisa', 'lewat', 'gedek', 'japanan', 'kemlagi', 'baru', 'balik', 'lagi', 'ke', 'balongpanggang', 'soalnya', 'kan', 'kalo', 'lewat', 'gedek', 'banyak', 'fasilitas', 'umum', 'sperti', 'rumah', 'sakit', 'pabrik', 'pabrik', 'jadi', 'insyaallah', 'lebih', 'baik', 'lewat', 'gedek', 'dari', 'pada', 'lewat', 'lespadangan']","['tolong', '', 'jurusan', 'mojokerto', 'gresik', 'jalurnya', 'belok', 'lespadangan', 'gedek', 'japanan', 'kemlagi', 'balongpanggang', 'kalo', 'gedek', 'fasilitas', 'sperti', 'rumah', 'sakit', 'pabrik', 'pabrik', 'insyaallah', 'gedek', 'lespadangan']","['tolong', '', 'jurus', 'mojokerto', 'gresik', 'jalur', 'belok', 'lespadangan', 'gedek', 'japan', 'kemlagi', 'balongpanggang', 'kalo', 'gedek', 'fasilitas', 'sperti', 'rumah', 'sakit', 'pabrik', 'pabrik', 'insyaallah', 'gedek', 'lespadangan']",tolong  jurus mojokerto gresik jalur belok lespadangan gedek japan kemlagi balongpanggang kalo gedek fasilitas sperti rumah sakit pabrik pabrik insyaallah gedek lespadangan,"['tolong', '', 'jurusan', 'mojokerto', 'gresik', 'jalurnya', 'belok', 'lespadangan', 'gedek', 'japanan', 'kemlagi', 'balongpanggang', 'kalo', 'gedek', 'fasilitas', 'sperti', 'rumah', 'sakit', 'pabrik', 'pabrik', 'insyaallah', 'gedek', 'lespadangan']","['tolong', '', 'jurus', 'mojokerto', 'gresik', 'jalur', 'belok', 'lespadangan', 'gedek', 'japan', 'kemlagi', 'balongpanggang', 'kalo', 'gedek', 'fasilitas', 'sperti', 'rumah', 'sakit', 'pabrik', 'pabrik', 'insyaallah', 'gedek', 'lespadangan']"
"Untuk koridor 2, Awalnya nyenengin,praktis bisa langsung ke purabaya sekarang nyusahin",NEGATIF,11,76,2,"['untuk', 'koridor', 'awalnya', 'nyenenginpraktis', 'bisa', 'langsung', 'ke', 'purabaya', 'sekarang', 'nyusahin']","['untuk', 'koridor', 'awalnya', 'nyenenginpraktis', 'bisa', 'langsung', 'ke', 'purabaya', 'sekarang', 'nyusahin']","['untuk', 'koridor', 'awalnya', 'nyenenginpraktis', 'bisa', 'langsung', 'ke', 'purabaya', 'sekarang', 'nyusahin']","['koridor', 'nyenenginpraktis', 'langsung', 'purabaya', 'nyusahin']","['koridor', 'nyenenginpraktis', 'langsung', 'purabaya', 'nyusahin']",koridor nyenenginpraktis langsung purabaya nyusahin,"['koridor', 'nyenenginpraktis', 'langsung', 'purabaya', 'nyusahin']","['koridor', 'nyenenginpraktis', 'langsung', 'purabaya', 'nyusahin']"
"Skip, admin anti kritik saran.. Sarana medsos untuk wadah terbuka bagi masyarakat berbagi informasi juga dibatasi.. Semoga segera berbenah lebih baik",NEGATIF,21,129,5,"['skip', 'admin', 'anti', 'kritik', 'saran', 'sarana', 'medsos', 'untuk', 'wadah', 'terbuka', 'bagi', 'masyarakat', 'berbagi', 'informasi', 'juga', 'dibatasi', 'semoga', 'segera', 'berbenah', 'lebih', 'baik']","['skip', 'admin', 'anti', 'kritik', 'saran', 'sarana', 'medsos', 'untuk', 'wadah', 'terbuka', 'bagi', 'masyarakat', 'berbagi', 'informasi', 'juga', 'dibatasi', 'semoga', 'segera', 'berbenah', 'lebih', 'baik']","['skip', 'admin', 'anti', 'kritik', 'saran', 'sarana', 'medsos', 'untuk', 'wadah', 'terbuka', 'bagi', 'masyarakat', 'berbagi', 'informasi', 'juga', 'dibatasi', 'semoga', 'segera', 'berbenah', 'lebih', 'baik']","['skip', 'admin', 'anti', 'kritik', 'saran', 'sarana', 'medsos', 'wadah', 'terbuka', 'masyarakat', 'berbagi', 'informasi', 'dibatasi', 'semoga', 'berbenah']","['skip', 'admin', 'anti', 'kritik', 'saran', 'sarana', 'medsos', 'wadah', 'buka', 'masyarakat', 'bagi', 'informasi', 'batas', 'moga', 'benah']",skip admin anti kritik saran sarana medsos wadah buka masyarakat bagi informasi batas moga benah,"['skip', 'admin', 'anti', 'kritik', 'saran', 'sarana', 'medsos', 'wadah', 'terbuka', 'masyarakat', 'berbagi', 'informasi', 'dibatasi', 'semoga', 'berbenah']","['skip', 'admin', 'anti', 'kritik', 'saran', 'sarana', 'medsos', 'wadah', 'buka', 'masyarakat', 'bagi', 'informasi', 'batas', 'moga', 'benah']"
Sudah tidak terkoneksi antara koridor dan antara moda transportasi umum lagi. Harusnya koridor 1 dan koridor 2 terkoneksi langsung. Kalau begini menyusahkan,NEGATIF,22,135,2,"['sudah', 'tidak', 'terkoneksi', 'antara', 'koridor', 'dan', 'antara', 'moda', 'transportasi', 'umum', 'lagi', 'harusnya', 'koridor', 'dan', 'koridor', 'terkoneksi', 'langsung', 'kalau', 'begini', 'menyusahkan']","['sudah', 'tidak', 'terkoneksi', 'antara', 'koridor', 'dan', 'antara', 'moda', 'transportasi', 'umum', 'lagi', 'harusnya', 'koridor', 'dan', 'koridor', 'terkoneksi', 'langsung', 'kalau', 'begini', 'menyusahkan']","['sudah', 'tidak', 'terkoneksi', 'antara', 'koridor', 'dan', 'antara', 'moda', 'transportasi', 'umum', 'lagi', 'harusnya', 'koridor', 'dan', 'koridor', 'terkoneksi', 'langsung', 'kalau', 'begini', 'menyusahkan']","['terkoneksi', 'koridor', 'moda', 'transportasi', 'koridor', 'koridor', 'terkoneksi', 'langsung', 'menyusahkan']","['koneksi', 'koridor', 'moda', 'transportasi', 'koridor', 'koridor', 'koneksi', 'langsung', 'susah']",koneksi koridor moda transportasi koridor koridor koneksi langsung susah,"['terkoneksi', 'koridor', 'moda', 'transportasi', 'koridor', 'koridor', 'terkoneksi', 'langsung', 'menyusahkan']","['koneksi', 'koridor', 'moda', 'transportasi', 'koridor', 'koridor', 'koneksi', 'langsung', 'susah']"
"Tolong sopirnya di suruh hati hati, kalau pas ngawur, nanti ada yg lempar batu di salahin, yang lempar",NEGATIF,18,85,3,"['tolong', 'sopirnya', 'di', 'suruh', 'hati', 'hati', 'kalau', 'pas', 'ngawur', 'nanti', 'ada', 'yg', 'lempar', 'batu', 'di', 'salahin', 'yang', 'lempar']","['tolong', 'sopirnya', 'di', 'suruh', 'hati', 'hati', 'kalau', 'pas', 'ngawur', 'nanti', 'ada', 'yang', 'lempar', 'batu', 'di', 'salahin', 'yang', 'lempar']","['tolong', 'sopirnya', 'di', 'suruh', 'hati', 'hati', 'kalau', 'pas', 'ngawur', 'nanti', 'ada', 'yang', 'lempar', 'batu', 'di', 'salahin', 'yang', 'lempar']","['tolong', 'sopirnya', 'suruh', 'hati', 'hati', 'pas', 'ngawur', 'lempar', 'batu', 'salahin', 'lempar']","['tolong', 'sopir', 'suruh', 'hati', 'hati', 'pas', 'ngawur', 'lempar', 'batu', 'salahin', 'lempar']",tolong sopir suruh hati hati pas ngawur lempar batu salahin lempar,"['tolong', 'sopirnya', 'suruh', 'hati', 'hati', 'pas', 'ngawur', 'lempar', 'batu', 'salahin', 'lempar']","['tolong', 'sopir', 'suruh', 'hati', 'hati', 'pas', 'ngawur', 'lempar', 'batu', 'salahin', 'lempar']"
"Kenapa skg gak bisa turun ke Bungurasih,skg tambah ribet",NEGATIF,9,48,1,"['kenapa', 'skg', 'gak', 'bisa', 'turun', 'ke', 'bungurasihskg', 'tambah', 'ribet']","['kenapa', 'skg', 'tidak', 'bisa', 'turun', 'ke', 'bungurasihskg', 'tambah', 'ribet']","['kenapa', 'skg', 'tidak', 'bisa', 'turun', 'ke', 'bungurasihskg', 'tambah', 'ribet']","['skg', 'turun', 'bungurasihskg', 'ribet']","['skg', 'turun', 'bungurasihskg', 'ribet']",skg turun bungurasihskg ribet,"['skg', 'turun', 'bungurasihskg', 'ribet']","['skg', 'turun', 'bungurasihskg', 'ribet']"
Kenapa jalur mjk-bungur dihapus? Dahlah,NEGATIF,5,35,2,"['kenapa', 'jalur', 'mjkbungur', 'dihapus', 'dahlah']","['kenapa', 'jalur', 'mjkbungur', 'dihapus', 'dahlah']","['kenapa', 'jalur', 'mjkbungur', 'dihapus', 'dahlah']","['jalur', 'mjkbungur', 'dihapus', 'dahlah']","['jalur', 'mjkbungur', 'hapus', 'dah']",jalur mjkbungur hapus dah,"['jalur', 'mjkbungur', 'dihapus', 'dahlah']","['jalur', 'mjkbungur', 'hapus', 'dah']"
KECEWA!! KARENA SEKARANG TIDAK MASUK TERMINAL BUNGURASIH.,NEGATIF,7,51,3,"['kecewa', 'karena', 'sekarang', 'tidak', 'masuk', 'terminal', 'bungurasih']","['kecewa', 'karena', 'sekarang', 'tidak', 'masuk', 'terminal', 'bungurasih']","['kecewa', 'karena', 'sekarang', 'tidak', 'masuk', 'terminal', 'bungurasih']","['kecewa', 'masuk', 'terminal', 'bungurasih']","['kecewa', 'masuk', 'terminal', 'bungurasih']",kecewa masuk terminal bungurasih,"['kecewa', 'masuk', 'terminal', 'bungurasih']","['kecewa', 'masuk', 'terminal', 'bungurasih']"
"Terimakasih telah menghilangkan Koridor 2 dari bungur, kalok ada yg susah kenapa harus mudah",NEGATIF,14,79,1,"['terimakasih', 'telah', 'menghilangkan', 'koridor', 'dari', 'bungur', 'kalok', 'ada', 'yg', 'susah', 'kenapa', 'harus', 'mudah']","['terimakasih', 'telah', 'menghilangkan', 'koridor', 'dari', 'bungur', 'kalok', 'ada', 'yang', 'susah', 'kenapa', 'harus', 'mudah']","['terimakasih', 'telah', 'menghilangkan', 'koridor', 'dari', 'bungur', 'kalok', 'ada', 'yang', 'susah', 'kenapa', 'harus', 'mudah']","['terimakasih', 'menghilangkan', 'koridor', 'bungur', 'kalok', 'susah', 'mudah']","['terimakasih', 'hilang', 'koridor', 'bungur', 'kalok', 'susah', 'mudah']",terimakasih hilang koridor bungur kalok susah mudah,"['terimakasih', 'menghilangkan', 'koridor', 'bungur', 'kalok', 'susah', 'mudah']","['terimakasih', 'hilang', 'koridor', 'bungur', 'kalok', 'susah', 'mudah']"
"Kecewa, karena halte terakhir k2 sekarang di Medaeng, tidak masuk bunggur. Padahal sudah bagus masuk ke bunggur orang bisa fleksibel mau kemana aja bisa",NEGATIF,24,129,3,"['kecewa', 'karena', 'halte', 'terakhir', 'k', 'sekarang', 'di', 'medaeng', 'tidak', 'masuk', 'bunggur', 'padahal', 'sudah', 'bagus', 'masuk', 'ke', 'bunggur', 'orang', 'bisa', 'fleksibel', 'mau', 'kemana', 'aja', 'bisa']","['kecewa', 'karena', 'halte', 'terakhir', 'k', 'sekarang', 'di', 'medaeng', 'tidak', 'masuk', 'bunggur', 'padahal', 'sudah', 'bagus', 'masuk', 'ke', 'bunggur', 'orang', 'bisa', 'fleksibel', 'mau', 'kemana', 'saja', 'bisa']","['kecewa', 'karena', 'halte', 'terakhir', 'k', 'sekarang', 'di', 'medaeng', 'tidak', 'masuk', 'bunggur', 'padahal', 'sudah', 'bagus', 'masuk', 'ke', 'bunggur', 'orang', 'bisa', 'fleksibel', 'mau', 'kemana', 'saja', 'bisa']","['kecewa', 'halte', 'k', 'medaeng', 'masuk', 'bunggur', 'bagus', 'masuk', 'bunggur', 'orang', 'fleksibel', 'kemana']","['kecewa', 'halte', 'k', 'medaeng', 'masuk', 'bunggur', 'bagus', 'masuk', 'bunggur', 'orang', 'fleksibel', 'mana']",kecewa halte k medaeng masuk bunggur bagus masuk bunggur orang fleksibel mana,"['kecewa', 'halte', 'k', 'medaeng', 'masuk', 'bunggur', 'bagus', 'masuk', 'bunggur', 'orang', 'fleksibel', 'kemana']","['kecewa', 'halte', 'k', 'medaeng', 'masuk', 'bunggur', 'bagus', 'masuk', 'bunggur', 'orang', 'fleksibel', 'mana']"
Jos,POSITIF,1,3,0,['jos'],['jos'],['jos'],['jos'],['jos'],jos,['jos'],['jos']
kenapa halte terakhir turun Medaeng gak turun bungur ? tambah jauh belum macet muter bunderan waru,NEGATIF,16,83,1,"['kenapa', 'halte', 'terakhir', 'turun', 'medaeng', 'gak', 'turun', 'bungur', 'tambah', 'jauh', 'belum', 'macet', 'muter', 'bunderan', 'waru']","['kenapa', 'halte', 'terakhir', 'turun', 'medaeng', 'tidak', 'turun', 'bungur', 'tambah', 'jauh', 'belum', 'macet', 'muter', 'bunderan', 'waru']","['kenapa', 'halte', 'terakhir', 'turun', 'medaeng', 'tidak', 'turun', 'bungur', 'tambah', 'jauh', 'belum', 'macet', 'muter', 'bunderan', 'waru']","['halte', 'turun', 'medaeng', 'turun', 'bungur', 'macet', 'muter', 'bunderan', 'waru']","['halte', 'turun', 'medaeng', 'turun', 'bungur', 'macet', 'muter', 'bunderan', 'waru']",halte turun medaeng turun bungur macet muter bunderan waru,"['halte', 'turun', 'medaeng', 'turun', 'bungur', 'macet', 'muter', 'bunderan', 'waru']","['halte', 'turun', 'medaeng', 'turun', 'bungur', 'macet', 'muter', 'bunderan', 'waru']"
"saat sya cek di aplikasi, kenapa metode pembayarannya hanya astrapay saja yaaa??? kenapa gak di adain metode lainnya jg, sperti shopeepay, gopay dll. atau bisa pakai QRIS saja.",NEGATIF,28,149,8,"['saat', 'sya', 'cek', 'di', 'aplikasi', 'kenapa', 'metode', 'pembayarannya', 'hanya', 'astrapay', 'saja', 'yaaa', 'kenapa', 'gak', 'di', 'adain', 'metode', 'lainnya', 'jg', 'sperti', 'shopeepay', 'gopay', 'dll', 'atau', 'bisa', 'pakai', 'qris', 'saja']","['saat', 'sya', 'cek', 'di', 'aplikasi', 'kenapa', 'metode', 'pembayarannya', 'hanya', 'astrapay', 'saja', 'yaaa', 'kenapa', 'tidak', 'di', 'adain', 'metode', 'lainnya', 'jg', 'sperti', 'shopeepay', 'gopay', 'dll', 'atau', 'bisa', 'pakai', 'qris', 'saja']","['saat', 'sya', 'cek', 'di', 'aplikasi', 'kenapa', 'metode', 'pembayarannya', 'hanya', 'astrapay', 'saja', 'yaaa', 'kenapa', 'tidak', 'di', 'adain', 'metode', 'lainnya', 'jg', 'sperti', 'shopeepay', 'gopay', 'dll', 'atau', 'bisa', 'pakai', 'qris', 'saja']","['sya', 'cek', 'aplikasi', 'metode', 'pembayarannya', 'astrapay', 'yaaa', 'adain', 'metode', 'jg', 'sperti', 'shopeepay', 'gopay', 'dll', 'pakai', 'qris']","['sya', 'cek', 'aplikasi', 'metode', 'bayar', 'astrapay', 'yaaa', 'adain', 'metode', 'jg', 'sperti', 'shopeepay', 'gopay', 'dll', 'pakai', 'qris']",sya cek aplikasi metode bayar astrapay yaaa adain metode jg sperti shopeepay gopay dll pakai qris,"['sya', 'cek', 'aplikasi', 'metode', 'pembayarannya', 'astrapay', 'yaaa', 'adain', 'metode', 'jg', 'sperti', 'shopeepay', 'gopay', 'dll', 'pakai', 'qris']","['sya', 'cek', 'aplikasi', 'metode', 'bayar', 'astrapay', 'yaaa', 'adain', 'metode', 'jg', 'sperti', 'shopeepay', 'gopay', 'dll', 'pakai', 'qris']"
Ditambah lagi koridor nyaa,NEGATIF,4,23,0,"['ditambah', 'lagi', 'koridor', 'nyaa']","['ditambah', 'lagi', 'koridor', 'nyaa']","['ditambah', 'lagi', 'koridor', 'nyaa']","['ditambah', 'koridor', 'nyaa']","['tambah', 'koridor', 'nyaa']",tambah koridor nyaa,"['ditambah', 'koridor', 'nyaa']","['tambah', 'koridor', 'nyaa']"
Wifi di halte gelora jokosamudro di password,NEGATIF,7,38,0,"['wifi', 'di', 'halte', 'gelora', 'jokosamudro', 'di', 'password']","['wifi', 'di', 'halte', 'gelora', 'jokosamudro', 'di', 'password']","['wifi', 'di', 'halte', 'gelora', 'jokosamudro', 'di', 'password']","['wifi', 'halte', 'gelora', 'jokosamudro', 'password']","['wifi', 'halte', 'gelora', 'jokosamudro', 'password']",wifi halte gelora jokosamudro password,"['wifi', 'halte', 'gelora', 'jokosamudro', 'password']","['wifi', 'halte', 'gelora', 'jokosamudro', 'password']"
Tolong dong untuk keberangkatan jam pulang kerja di tambah lagi untuk rute bunder-bungurasih... Estimasi menunggu cukup lama. TERIMA KASIH,NEGATIF,19,120,5,"['tolong', 'dong', 'untuk', 'keberangkatan', 'jam', 'pulang', 'kerja', 'di', 'tambah', 'lagi', 'untuk', 'rute', 'bunderbungurasih', 'estimasi', 'menunggu', 'cukup', 'lama', 'terima', 'kasih']","['tolong', '', 'untuk', 'keberangkatan', 'jam', 'pulang', 'kerja', 'di', 'tambah', 'lagi', 'untuk', 'rute', 'bunderbungurasih', 'estimasi', 'menunggu', 'cukup', 'lama', 'terima', 'kasih']","['tolong', '', 'untuk', 'keberangkatan', 'jam', 'pulang', 'kerja', 'di', 'tambah', 'lagi', 'untuk', 'rute', 'bunderbungurasih', 'estimasi', 'menunggu', 'cukup', 'lama', 'terima', 'kasih']","['tolong', '', 'keberangkatan', 'jam', 'pulang', 'kerja', 'rute', 'bunderbungurasih', 'estimasi', 'menunggu', 'terima', 'kasih']","['tolong', '', 'berangkat', 'jam', 'pulang', 'kerja', 'rute', 'bunderbungurasih', 'estimasi', 'tunggu', 'terima', 'kasih']",tolong  berangkat jam pulang kerja rute bunderbungurasih estimasi tunggu terima kasih,"['tolong', '', 'keberangkatan', 'jam', 'pulang', 'kerja', 'rute', 'bunderbungurasih', 'estimasi', 'menunggu', 'terima', 'kasih']","['tolong', '', 'berangkat', 'jam', 'pulang', 'kerja', 'rute', 'bunderbungurasih', 'estimasi', 'tunggu', 'terima', 'kasih']"
Tertolong,POSITIF,1,9,0,['tertolong'],['tertolong'],['tertolong'],['tertolong'],['tolong'],tolong,['tertolong'],['tolong']
"saran aja, yang tujuan akhir Terminal bunder dari terminal purabaya, ditambahin bus ke arah gresik, di halte banyak orang yang mengantri ke arah gresik, tapi yang banyak busnya malah ke arah kertajaya & sidoarjo",NEGATIF,34,178,5,"['saran', 'aja', 'yang', 'tujuan', 'akhir', 'terminal', 'bunder', 'dari', 'terminal', 'purabaya', 'ditambahin', 'bus', 'ke', 'arah', 'gresik', 'di', 'halte', 'banyak', 'orang', 'yang', 'mengantri', 'ke', 'arah', 'gresik', 'tapi', 'yang', 'banyak', 'busnya', 'malah', 'ke', 'arah', 'kertajaya', 'sidoarjo']","['saran', 'saja', 'yang', 'tujuan', 'akhir', 'terminal', 'bunder', 'dari', 'terminal', 'purabaya', 'ditambahin', 'bus', 'ke', 'arah', 'gresik', 'di', 'halte', 'banyak', 'orang', 'yang', 'mengantri', 'ke', 'arah', 'gresik', 'tapi', 'yang', 'banyak', 'busnya', 'malah', 'ke', 'arah', 'kertajaya', 'sidoarjo']","['saran', 'saja', 'yang', 'tujuan', 'akhir', 'terminal', 'bunder', 'dari', 'terminal', 'purabaya', 'ditambahin', 'bus', 'ke', 'arah', 'gresik', 'di', 'halte', 'banyak', 'orang', 'yang', 'mengantri', 'ke', 'arah', 'gresik', 'tapi', 'yang', 'banyak', 'busnya', 'malah', 'ke', 'arah', 'kertajaya', 'sidoarjo']","['saran', 'tujuan', 'terminal', 'bunder', 'terminal', 'purabaya', 'ditambahin', 'bus', 'arah', 'gresik', 'halte', 'orang', 'mengantri', 'arah', 'gresik', 'busnya', 'arah', 'kertajaya', 'sidoarjo']","['saran', 'tuju', 'terminal', 'bunder', 'terminal', 'purabaya', 'ditambahin', 'bus', 'arah', 'gresik', 'halte', 'orang', 'antri', 'arah', 'gresik', 'bus', 'arah', 'kertajaya', 'sidoarjo']",saran tuju terminal bunder terminal purabaya ditambahin bus arah gresik halte orang antri arah gresik bus arah kertajaya sidoarjo,"['saran', 'tujuan', 'terminal', 'bunder', 'terminal', 'purabaya', 'ditambahin', 'bus', 'arah', 'gresik', 'halte', 'orang', 'mengantri', 'arah', 'gresik', 'busnya', 'arah', 'kertajaya', 'sidoarjo']","['saran', 'tuju', 'terminal', 'bunder', 'terminal', 'purabaya', 'ditambahin', 'bus', 'arah', 'gresik', 'halte', 'orang', 'antri', 'arah', 'gresik', 'bus', 'arah', 'kertajaya', 'sidoarjo']"
Jouus,POSITIF,1,5,0,['jouus'],['jouus'],['jouus'],['jouus'],['jouus'],jouus,['jouus'],['jouus']
"Jam2 /hari2 tertentu spya di tambah armada nya,",NEGATIF,8,40,2,"['jam', 'hari', 'tertentu', 'spya', 'di', 'tambah', 'armada', 'nya']","['jam', 'hari', 'tertentu', 'spya', 'di', 'tambah', 'armada', 'nya']","['jam', 'hari', 'tertentu', 'spya', 'di', 'tambah', 'armada', 'nya']","['jam', 'spya', 'armada', 'nya']","['jam', 'spya', 'armada', 'nya']",jam spya armada nya,"['jam', 'spya', 'armada']","['jam', 'spya', 'armada']"
